clavy_id,"editorial","fecha de publicación","titulo","lugar de publicación"
60486,,"1942","Oda a Catalunya des dels tròpics",
60487,"Biblioteca Hispania","[1923?]","La garra. La espuma del champagne","Madrid"
60488,,"1951","Oda Atlàntica",
60489,"Cervantes","1920","Costa y el problema de la educación nacional","Barcelona"
60490,"Biblioteca Hispania","[1916]","La divina palabra. Bodas de plata","Madrid"
60491,,"1942","L'estel sobre el mur",
60492,"Biblioteca Hispania","[1917]","Añoranzas. El ídolo. Clavito","Madrid"
60493,,"1943","Xabola",
60494,"Biblioteca Hispania","[1919]","Doña Desdenes. El caballero Lobo","Madrid"
60496,"Renacimiento","1918","Esclavitud. Drama en tres actos. Las alas. Comedia en tres actos","Madrid"
60497,"R. Velasco [Imp.]","1915","El amor brujo. Gitanería en un acto y dos cuadros, escrita expresamente para Pastora Imperio","Madrid"
60498,"R. Velasco [Imp.]","1897","Lion d'Or. Juguete cómico-lírico en un acto y tres cuadros, en verso y prosa","Madrid"
60499,,"1921","La justicia humana. Boceto dramático en un acto","Marianao [Cuba]"
60501,"R. Velasco [Imp.]","1904","El pobre Valbuena. Humorada lírica en un acto, dividido en tres cuadros, en prosa","Madrid"
60502,"R. Velasco [Imp.]","1900","El amigo. Drama en un acto, en prosa","Madrid"
60505,"R. Velasco [Imp.]","1893.","La voz de la patria. Cuadro dramático en un acto y en verso","Madrid :"
60509,"Pueyo","1920","El condenado. Drama en tres actos","Madrid"
60510,"R. Velasco [Imp.]","1907","La gente seria. Sainete lírico en un acto y en prosa","Madrid"
60512,"R. Velasco [Imp.]","1900","El vencedor de sí mismo. Drama en tres actos y en prosa","Madrid"
60514,"R. Velasco [Imp.],","1910","La hermana Piedad. Comedia lírica en un acto y tres cuadros, en prosa","Madrid"
60516,"Imp. de la Gaceta Minera","1899","La sombra del hijo. Drama en tres actos y en prosa","Cartagena"
60517,"Imp. de F. Reyes y Hnos.","1873","La ruina del hogar. Comedia en tres actos y en verso","Granada"
60518,"R. Velasco [Imp.]","1911","El método Górritz. Zarzuela en un acto, dividido en tres cuadros","Madrid"
60519,"R. Velasco [imp.]","1909","¡Por chiripa...! Entremés en prosa","Madrid"
60520,"Prensa Moderna","1928","El rodeo. Drama en tres actos","Madrid"
60521,"R. Velasco [Imp.]","1912","La casta. Comedia en tres actos","Madrid"
60525,"R. Velasco [Imp.]","1896","El coche correo. Sainete lírico en un acto y tres cuadros, original y en prosa","Madrid"
60527,"Rivadeneyra","[1923]","Alma vasca","Madrid"
60528,"Maucci","[1928?]","Monólogos para actrices","Barcelona"
60531,"Mundo Latino","[1920-23]","Treinta años de mi vida","Madrid"
60532,"M. Aguilar","[1935]","Félix de Azara, siglo XVIII","Madrid"
60533,"Imp. de ""Alrededor del mundo""","1912","Galdós","Madrid"
60534,"Calpe","[1924]","España nervio a nervio","[Madrid]"
60535,"Administración","[1894]","Adán y Eva (ciclo). Doña Milagros","Madrid"
60536,"Est. Tip. de El Correo","1884","De el teatro. Memoria","Madrid"
60538,"Administración","[1895]","Los tres arcos de Cirilo. Un drama. Mujer. Novelas ejemplares","Madrid"
60540,"Ediciones ""Universo""","[19--]","Criadero de curas. Novela social. 12 pruebas de la inexistencia de Dios","[Toulouse]"
60541,"Sociedad Gral. Española de Librería","1927","América. (El libro de los orígenes)","[Madrid]"
60543,"[s.n.]","1924.","La comedia de un tímido, en dos actos, cuatro cuadros","Madrid"
60544,"La Novela Corta","[1916]","El allegreto de la sinfonía VII. Novela inédita","[Madrid]"
60545,"Libr. de Mariano Murillo","1885","El vértigo. Poema","Madrid"
60546,"Libr. española","[1920]","Rosario la de Acuña. Un capítulo de hístoria de la poesía mexicana","México D. F."
60549,"[Imp. de L'Illustration]","1931","Le chant du berceau. Pièce en deux actes","[París]"
60550,"[s.n.]","1916","Las tres cosas del tío Juan","Madrid"
60552,"R. Velasco [Imp.]","1899","La enamorada. Drama en cuatro actos","Madrid"
60554,"R. Velasco [Imp.]","1902","Instantáneas. Revista cómico-lírica en un acto y cinco cuadros, en prosa y verso","Madrid"
60555,"Fernando Fé","1897","La campaña filipina. (Impresiones de un soldado)","Madrid"
60557,"Sociedad Anónima Casa Dotésio","[190-?]","La venta de Don Quijote = L'auberge de Don Quichotte. Comedia lirica en un acto = (comédie lirique en un acte)","Madrid"
60558,"Imp. Artística de José Blass","1909","La visión de Fray Martín. Poema","Madrid"
60559,"R. Velasco [Imp.]","1914","La mujer de goma. Vodevil en un acto","Madrid"
60560,"Lib. de Juan y Antonio Bastinos","1886","El ejemplo. Comedia en dos actos","Barcelona"
60561,"R. Velasco [Imp.]","1911","Música popular. Sainete","Madrid"
60562,"R. Velasco [Imp.]","1913","Mirandolina. Comedia en tres actos y en prosa","Madrid"
60563,"R. Velasco [Imp.]","1920","Otro beso. Comedia dramática en dos actos y en prosa","Madrid"
60565,"Renacimiento","1918","A tiro limpio. Comedia en tres actos. El burro de carga. Comedia en dos actos","Madrid"
60566,"R. Velasco [Imp.]","1907","La suerte loca. Pasatiempo cómico-lírico en un acto, dividido en tres cuadros, en prosa","Madrid"
60568,"R. Velasco [Imp.]","1916","Mi bebé. Entremés en prosa","Madrid"
60569,"R. Velasco [Imp.]","1908","La regadera. Entremés en prosa consecuencia o epílogo de La alegre trompetería","Madrid"
60571,"R. Velasco [Imp.]","1913","El pantano. Drama en tres actos","Madrid"
60572,"Teatro Mundial","1916","La lámpara maravillosa. Vodevil en tres actos basado en la obra ""Moins cinq"" original","Barcelona"
60575,"Imp. de J. Rodríguez","1877","Amor a la patria. Drama trágico en un acto y en verso","Madrid"
60578,"R. Velasco [Imp.]","1917","Ilusión. Comedia en tres actos y en prosa","Madrid"
60579,"R. Velasco [Imp.]","1902","La muerte de Agripina. Pasatiempo cómico-lírico en un acto, dividido en tres cuadros, original y en prosa","Madrid"
60580,"(Tip. de la Revista de Archivos)","1920","Los antepasados. Comedia en dos actos","Madrid"
60581,"R. Velasco [Imp.]","1913","Fígaro, barbero de Sevilla. Comedia en cuatro actos","Madrid"
60582,"[s.n.]","1922","Los caballos negros (la tragedia del juego). Melodrama en tres actos","Madrid"
60584,"R. Velasco [Imp.]","1908","Flores de la huerta. Boceto dramático en un acto y en prosa","Madrid"
60586,"Imp. de J. Pueyo","[¿1916?]","Sebastián el Bufanda o El robo de la calle de Fortuny. Película policíaca en cuatro actos y en prosa","Madrid"
60587,"Tip. de la Revista de Archivos","1905","Nunca. Comedia dramática en cuatro actos","Madrid"
60588,"Estab. Tip. de la Sociedad Editorial de España","1913","Nuestro enemigo. Drama en tres actos","Madrid"
60589,"R. Velasco [Imp.]","1906","Maldito dinero. Sainete lírico en un acto, dividido en tres cuadros, en prosa y verso","Madrid"
60591,"R. Velasco [Imp.]","1903","La canción del náufrago. Drama lírico en tres actos, divididos en cinco cuadros, en prosa y verso","Madrid"
60594,"Renacimiento","1919","Caperucita y el lobo. Comedia en tres actos","Madrid"
60596,"Imp. Artística Española","1913","El rey Galaor. Poema dramático","Madrid"
60598,"Est. tip. de J. Amado","1923","¡Responsables! Epopeya en tres actos y en prosa","Madrid"
60599,"[s.n.]","1889","¡A Buenos Aires! Viaje cómico-lírico en un acto y seis cuadros","Málaga"
60602,"Galatea","1921","El caudal de los hijos. Drama trágico en tres actos","Madrid"
60603,"R. Velasco [Imp.]","1910","Hacia la dicha. Comedia en tres actos","Madrid"
60604,"R. Velasco [Imp.]","1901","Los timplaos. Zarzuela en un acto, dividido en cuatro cuadros","Madrid"
60606,"[Imp. Juan Pueyo]","1923","Embrujamiento. Drama trágico en tres actos y en prosa","Madrid"
60607,"R. Velasco [Imp.]","1900","El sábado de Gloria. Sainete lírico en dos cuadros y un intermedio musical, en prosa y verso","Madrid"
60608,"Estab. tip. Sociedad Editorial de España","1915","La otra vida. Drama en tres actos","Madrid"
60609,"Marineda","1923","Los malcasados. Comedia en tres actos. Obra póstuma","Madrid"
60610,"R. Velasco [Imp.]","1906","El alma del pueblo. Zarzuela en un acto, dividido en tres cuadros, en verso y prosa","Madrid"
60611,"Prensa Moderna","1928","El coloso de arcilla. Drama en tres actos y en prosa","Madrid"
60613,"R. Velasco [Imp.]","1901","En conciencia. Comedia dramática en tres actos y en prosa","Madrid"
60614,"R. Velasco [Imp.]","1904","¡Fotografías de exposición! Juguete cómico en un acto y en prosa","Madrid"
60618,"La Farsa","1932","Manon Lescaut. Adaptación escénica de la ... novela del abate Prevost, en tres actos -cada uno de ellos dividido en dos cuadros- y en verso","Madrid"
60619,"[Antonio Gascón]","1909","Las manos largas. Vaudeville en tres actos y en prosa","Madrid"
60620,"R. Velasco [Imp.]","1912","Mi papá. Juguete cómico en tres actos y prólogo, en prosa","Madrid"
60621,"Renacimiento","1918","Los senderos del mal. Comedia en tres actos","Madrid"
60623,"La Novela Ilustrada","[1915?]","Márgara. Novela","Madrid"
60624,"Pueyo","1920.","Doña Mesalina (novela)","Madrid"
60625,"[s.n.]","1897","Semblanzas y cuentos","Madrid"
60626,"Fernando Fé","1917","Glosario. Obras y artistas","Madrid"
60627,"Biblioteca Patria","1921","El ansia de ver mundo. Pintorescas andanzas de un monaguillo patriota. Novela","Madrid"
60628,"Libr. de Fernando Fé","1905","El vicario. Novela","Madrid"
60629,"V. H. de Sanz Calleja","[1918]","La estrella de la Giralda. Novela","Madrid"
60630,"F. Beltrán","[1923?]","Un problema de clases medias (ensayo de derecho social de previsión)","Madrid"
60631,"Biblioteca Nueva","[1918?]","Muestrario","Madrid"
60632,"Sempere","[1924]","La malicia de las acacias. Novelas","Valencia"
60633,"Atenea","[1922]","Variaciones. Con curiosas ilustraciones del autor","[Madrid]"
60634,"Garnier Hnos.","[1922?]","Almas y cerebros. Historias sentimentales, intimidades parisienses, etc.","París"
60635,"Publicaciones Prensa Gráfica","1923","Prólogo y epílogo","Madrid"
60636,"Sáenz de Jubera Hnos.","1906","Fuera de combate. Novela","Madrid"
60637,"Estrella","1920","El corazón astrónomo","Madrid"
60638,"Imp. de F. de P. Díaz","1906","Golfos. Cosilla en varias escenas y en prosa","Sevilla"
60640,"Alejandro Pueyo","1921","La tierra. Tragedia en tres actos","Madrid"
60641,"Hijos de A. Gullón, ed.","1880","Tribunales de venganza. Drama trágico-histórico en dos actos y epílogo","Madrid"
60642,"Rafael Caro Raggio","[1922]","El derrumbamiento. La verdad sobre el desastre del Rif","Madrid"
60643,"R. Velasco [Imp.]","1918","La proposición de paz. Juguete cómico en dos actos, inspirado en una obra francesa","Madrid"
60644,"Sempere","[ca. 1923]","El novelista (novela grande)","Valencia"
60645,"(Imp. Helénica)","1913","Anales del teatro español, correspondientes a los años 1581 a 1639","Madrid"
60646,"Perelló y Vergés","1915","El Cristo de Mont Calvari. Comedia en tres actos y en verso","Barcelona"
60647,"Pueyo","1920","La red. Drama en tres actos","Madrid"
60648,"R. Velasco [Imp.]","1913","El arroyo. Sainete en un acto, dividido en dos cuadros, en prosa","Madrid"
60649,"R. Velasco [Imp.]","1906","El distinguido sportsman. Entremés con música original y en prosa","Madrid"
60651,"R. Velasco [Imp.]","1905","La pastora. Sainete lírico en un acto, dividido en tres cuadros y en prosa","Madrid"
60654,"Renacimiento","[1923]","Los nietos de Ícaro. Novela","Madrid"
60655,"Renacimiento","[1923]","La noche mil y dos. Novela","Madrid"
60656,"Renacimiento","[192-?]","Cárcel de seda. Novela","Madrid,"
60658,"Rivadeneyra","[1918?]","Entre diablos y clérigos","Madrid"
60660,"Calpe","1923","Aventuras de una peseta","Madrid"
60661,"[Imp. Ibérica]","1906","Versos de las horas","Madrid"
60662,"V. H. Sanz Calleja","[1922?]","La capa del estudiante","Madrid"
60663,"Renacimiento","[1916?]","Los centauros (novela)","Madrid"
60665,"Prieto","1911","Alivio de caminantes. Versos","Madrid"
60666,"Prensa Gráfica","1921","El hombre que lo sabía todo. Novela","Madrid"
60667,"Sucs. de Hernando","1921","Un grito en la noche. Novela de amor y de dolor","Madrid"
60668,"Biblioteca Hispania","[1918]","Cada uno a lo suyo... Paso de comedia en prosa","Madrid"
60669,"Biblioteca Hispania","[1919]","Cobardías. Comedia en dos actos y en prosa","Madrid"
60671,"Romero","1897","De un periodista","Madrid"
60672,"[s.n.]","1921","Discursos leídos ante la Real Academia Española en la recepción pública del Excmo. Sr. D. Manuel Linares Rivas el día 15 de mayo de 1921","Madrid"
60673,"Renacimiento","1921","Duelo a muerte","Madrid"
60674,"Libr. General de Victoriano Suárez","1910","Un libro para las damas. Estudios acerca de la educación de la mujer","Madrid"
60675,"E. Sansot","1906","L'ame japonaise","París"
60677,"Editorial América,","[1921]","La linterna de Diógenes","Madrid"
60678,"Oficinas del Centro de Cultura Hispanoamericana","[1916]","Los grandes mitos de la Edad Moderna: Don Quijote, Don Juan, Segismundo, Hamlet, Fausto. Conferencia leída en el Ateneo Científico de Madrid","[Madrid]"
60679,"[Renacimiento]","[1912?]","La literatura francesa moderna","Madrid"
60680,"Atenea","1918","La Reina Slencio. Misterio en tres actos, seguido de algunas viñetas dramáticas","Madrid"
60682,"Imp. Juan Pueyo","1921","Matapán, el probo funcionario, y otros verídicos relatos","Madrid"
60683,"Biblioteca Nueva","1917","Los nietos de los celtas. Novela","Madrid"
60684,"[s.n.]","1916","De Cánovas a Romanones (la bancarrota nacional). Apuntes para el estudio de algunos de nuestros actuales problemas","Madrid"
60685,"Biblioteca ""Patria""","1922","El alma al diablo. Novela original","Madrid"
60686,"Renacimiento","1912","La vejez de Heliogábalo. Novela","Madrid"
60687,"Mvndo Latino","[1922]","Una mala mujer. Novelas","Madrid"
60688,"Bauza","[1917?]","Nuevas coplas. Nueva colección de cantares, comprendiendo malagueñas, peteneras, soleares, seguidillas, granadinas, percheleras, gitaneras","Barcelona"
60689,"Biblioteca Hispania","1923","Vidas arbitrarias. Historias verídicas, ambiguas, escabrosas y pintorescas de nobles señoras y esforzados caballeros","Madrid"
60691,"M. Romero","1903","Cartas a mi tío","Madrid"
60692,"Renacimiento","1915","Los frutos ácidos. Novelas","Madrid"
60693,"Domenech","1906","Por tierra fragosa. La Casa del Collao. Los Borregueros","Valencia"
60694,"Biblioteca Hispania","1913","Lámparas votivas. Poesías","Madrid"
60695,"(C. Apaolaza, imp.)","1899","Luchas","[Madrid]"
60696,"Casa Vidal","1911","Los remansos del crepúsculo. Poesías","Madrid"
60697,"Hesperia","1917","Mis mejores versos","Madrid"
60698,"Renacimiento","[1917]","La madrileña. Comedia en tres actos","Madrid"
60699,"Manuel Pérez Villavicencio","1908","Historia de un escéptico. La hora trágica. Novela","Madrid"
60700,"(Imp. de ""Gaceta Administrativa"")","1910","Im Memoriam. (Elegías)","Madrid"
60701,"[s.n.]","1913","Andalucía. Poesías","Madrid"
60702,"Renacimiento","[1917]","Como los pájaros de bronce. Novela","Madrid"
60703,"Mundo Latino","1922","El hijo de la noche. Novela","[Madrid]"
60704,"Mundo Latino","1923","Dos hombres y dos mujeres (vidas en penumbra)","[Madrid]"
60705,"Mundo Latino","1922","La raíz flotante. Novela","[Madrid]"
60706,"Prensa Gráfica","1923","Ancilla Domini. Novela","Madrid"
60707,"[Renacimiento]","1914","El candelabro de los siete brazos. Psalmos","Madrid"
60708,"Renacimiento","1916","Dietario sentimental","Madrid"
60709,"Sempere","[1909]","La romería. Novela","Valencia,"
60710,"Renacimiento","[1922?]","Un bolchevique (escenas de la revolución rusa)","Madrid"
60711,"Mundo Latino","[ca. 1922]","Lo que sé por mí (confesiones del siglo)","Madrid,"
60712,"Lib. de los Sucesores de Hernando","1910","Poesía del mar","Madrid"
60714,"Pueyo","[1921]","El castillo de irás y no volverás. Novela","Madrid"
60715,"Est. tip. ""La Moderna""","1905","Rebelión","Málaga"
60716,"Biblioteca Nueva","[1920?]","Las mujeres","Madrid"
60717,"(Imp. Helénica)","1909","Algunos datos sobre el antiguo autor de comedias Alonso de Olmedo","Madrid"
60718,"Renacimiento","1916","Señoritos chulos, fenómenos, gitanos y flamencos","Madrid"
60719,"Viuda de Rodríguez Serra","1910","Tragicomedia","Madrid"
60720,"Tip. La Tierra","1907","El rento. Novela de costumbres murcianas","Cartagena"
60721,"Renacimiento","1915","Las sensaciones de Julia (novela)","Madrid [etc.]"
60722,"Mundo Latino","[1921]","Los indianos vuelven. Novela","Madrid"
60724,"Pueyo","1915","Sinfonías bárbaras","Madrid"
60725,"Saturnino Calleja","1920","Prometeo. Luz de domingo. La caída de los limones. Novelas poemáticas de la vida española","Madrid"
60726,"Calleja","1918","Política y toros. Ensayos","Madrid"
60727,"Mundo Latino","1917","Herman encadenado. Notas de un viaje a los frentes del Isonzo la Carnia y el Trentino","Madrid"
60728,"V. H. Sanz Calleja","[1921?]","Soledad. Novela para jovenes sentimentales. Flor del valle. Novela de costumbres","Madrid"
60729,"Rivadeneyra","[1921?]","Los sueños de un morfinómano. Novela","Madrid"
60730,"Garnier","[1906]","La feria de Neuilly. Sensaciones frívolas de París","París"
60731,"V.H. Sanz Calleja","[1916?]","Siervo y tirano. Novela","Madrid"
60732,"Imp. Alrededor del Mundo","1912","Los hijos. Trilogía novelesca","Madrid"
60734,"Pueyo","1908","Vórtice de amor. De las memorias de un romántico sensual","Madrid"
60736,"Imp. de Henrich y Cía.","1905","Emprendamos nueva vida","Barcelona"
60737,"V.H. San Calleja","[1922]","Ginés de Pasamonte. Esta es la vida el famoso pícaro inmortalizado por la pluma de Miguel de Cervantes se dejó empeñada en la cárcel","Madrid"
60739,"Mundo Latino","[1916]","La paz del sendero. El sendero innumerable","[Madrid]"
60740,"(Libr. de la viuda de Pueyo)","1914","El miedo de los felices. Drama original, en tres actos y en prosa","Madrid"
60741,"Fernando Fé","1911","Migajas","Madrid"
60742,"Suárez","1923","Vargueño de saudades","Madrid"
60743,"Renacimiento","1904","Socialismo individualista. (Índice para su estudio antropológico)","Madrid"
60744,"F. Sempere y Cía.","[1910]","Junto a las máquinas","Valencia"
60745,"(Est. Tip. de El Liberal)","1911","Bombones y caramelos","Madrid"
60746,"Renacimiento","1919","Las ingenuas. Novela","Madrid"
60747,"Ricardo Fé","1904","Salmos","Madrid"
60749,"Rivadeneyra","[1922]","El rey Nicéforo","Madrid"
60750,"(Tip. de El Liberal)","1916","Dos ideales políticos y otros trabajos. En torno de la guerra","Madrid"
60751,"Maucci","[1926]","Aguafuertes ibéricas","Barcelona"
60752,"Biblioteca Nueva","[1917]","Piel de España","Madrid"
60754,"Imp. de Juan Pueyo","1913","Los ojos de la diablesa. Leyenda madrileña","Madrid"
60757,"Tip. de Gregorio Estrada","1875","La gota de agua. Novela","Madrid"
60759,"Biblioteca Nueva","[1922]","La oración del incrédulo. Ensayos sobre el problema religioso","Madrid"
60760,"Imp. de Alrededor del Mundo","1913-14","Alfonso XIII","Madrid"
60761,"Calleja","1917","La pata de la raposa. Novela","Madrid"
60762,"Imp. Juan Pérez","1922","Dioses mayores. Artículos políticos, de mi labor de iconoclasta","Madrid"
60763,"[Imp. de Fortanet]","1916","La edad heroica","Madrid"
60764,"Prensa Gráfica","1921","El artículo 438. Novela","Madrid"
60765,"Mundo Latino","1923","Tinieblas en las cumbres. Novela","Madrid"
60766,"Mundo Latino","1923","Troteras y danzaderas. Novela","Madrid"
60767,"[Estrella]","1919","El maleficio de la U","Madrid"
60768,"(Imp. de los Hijos de  M. G. Hernández)","1898","El César. Poema","Madrid"
60769,"Mateu","[1922]","En el chozo","Madrid"
60771,"Sociedad de Ediciones Literarias y Artísticas","1909","Con la capucha vuelta. Crónicas","París"
60772,"[El País]","1909","Vulgarizaciones historicas. Artículos publicados en El País","Madrid"
60773,"Libr. de Francisco Beltrán","[1911]","Manual del perfecto enfermo (ensayo de mejora)","Madrid"
60775,"Pueyo","1921","Como el humo. Drama en tres actos","Madrid"
60776,"Lib. de Pueyo","1906","Guerrero y algunos episodios de su vida milagrosa. Novela documentaria","Madrid"
60777,"[Pueyo]","1919","Divagaciones. Desdén (prosa)","Madrid"
60778,"V.H. Sanz Calleja","[1919]","En el pais de los Bubis. Escenas de la vida en Fernando Poo","Madrid"
60779,"Biblioteca Hispania","[1923]","El pobre Abel de la Cruz","Madrid"
60780,"Renacimiento","1919","La altísima. Novela","Madrid"
60781,"Pueyo","[1919?]","La orgía. (Novela)","Madrid,"
60782,"Fernando Fe","[1908?]","Pityusa. Novela","Madrid"
60783,"Editorial América","[1916?]","Sus mejores cuentos y sus mejores cantos","Madrid"
60784,"Biblioteca Nueva","[1923?]","Ideario español. Costa","Madrid"
60787,"Antonio López","1914","La filosofía del hombre que trabaja y que juega. Antología filosófica","Barcelona"
60788,"Residencia de Estudiantes","1919","De la amistad y del diálogo. Lectura dada en la Residencia de Estudiantes la noche del 16 de febrero de 1914","Madrid"
60789,"Imp. de Bernardo Rodríguez","1906","Tirso de Molina. Conferencia leída por su autora en el Ateneo de Madrid el día 23 de abril de 1906","Madrid"
60790,"(Tip. Manuel G. Hernández)","1893","En tropel. Cantos españoles","Madrid"
60791,"Imp. de los Hijos de M.G. Hernández","1899","El jardín de los poetas","Madrid"
60792,"Residencia de Estudiantes","1919","Grandeza y servidumbre de la inteligencia","Madrid"
60794,"Mundo Latino","[1917?]","José de Espronceda. Biografía anecdótica","[Madrid]"
60795,"Imp. de Alrededor del Mundo","1913","Maura","Madrid"
60796,"Imp. de Alrededor del Mundo","1913","Canalejas. Libro en cuyas páginas resplandece la insigne figura del muerto inolvidable","Madrid"
60797,"Libr. de Fernando Fe","1909","Nicéforo el Bueno. Novela","Madrid"
60798,"Sempere","[1910]","Italia","Valencia"
60799,"Libr. de los Sucesores de Hernando","1910-1911","Canciones de Noche-buena de muchos peregrinos ingenios","Madrid"
60800,"Imp. de Heinrich y Cía.","1904","La humilde verdad","Barcelona"
60801,"Mundo Latino","[1922]","La casa de fieras. Bestiario","[Madrid]"
60802,"Ed. América","[1922?]","La literatura hispanoamericana. Estudios críticos","Madrid"
60804,"Imp. de los Sucs. de J. A. García","1914","Antología de las Cortes de 1901","Madrid"
60805,"La Novela Corta","1919","Los negociantes de la Puerta del Sol","Madrid"
60806,"Gregorio V. Mariño","1919","Cartas fundamentales. Ensayo de crítica epistolar","Montevideo"
60808,"El Cuento Semanal","1907 (25-10-1907)","El destierro. Memorias","Madrid"
60810,"Páez","1911-[20?]","Obras completas de Rosalía de Castro","Madrid"
60812,"Boni and Liveright","[c.1920]","Short stories from the Spanish","New York"
60813,"Estrella","[1920?]","Juio Romero de Torres","[Madrid]"
60815,"R. Chiberre","1922","Les âmes qui chantent","París"
60816,"R. Sopena","1900","Bohemia sentimental","Barcelona"
60817,"L. Michaud","[1913]","Flores de penitencia","París"
60818,"Garnier Hnos.","1912","Romerías","París"
60819,"Sempere","[1923]","El chalet de las rosas. (Novela grande)","Valencia"
60820,"Atenea","[1921]","El doctor inverosímil. Novela","[Madrid]"
60821,"Saturnino Calleja","1923","El alba y otras cosas","Madrid"
60822,"Saturnino Calleja","1919","Greguerías selectas","Madrid"
60823,"Victorano Suárez","1920","Cartas finlandesas","Madrid"
60824,"Libr. General de Victoriano Suárez","1920","Granada la bella","Madrid"
60825,"Garnier Hnos","[1913]","El alma japonesa","París"
60827,"V. Prieto","1911","Jesús en la fábrica. Novela","Madrid"
60829,"Lif","1918","Los sucesos de agosto ante el Parlamento. Discursos íntegros de los señores Largo Caballero, Anguiano, Saborit ... etc. Biografías de los mencionados oradores","Madrid"
60830,"Renacimiento","1918","Cartas a las mujeres de España","Madrid"
60831,"Garnier Hnos.","[1906?]","Pájaros de barro","París"
60832,"Sociedad de Autores Españoles","1907","La madre. Drama en cuatro actos","Madrid"
60834,"Prensa Gráfica","1921","El drama de la señorita Occidente. Novela","Madrid"
60835,"Renacimiento","1913","Doña María de Padilla. Drama histórico en tres actos y en verso","Madrid"
60836,"Tip. de Prudencio P. de Velasco","1913","Antología de las Cortes de 1891 a 1895","Madrid"
60837,"Prensa Gráfica","1923","Bajo la luz. Novela","Madrid"
60838,"Pueyo","[1923]","Narraciones trágicas","Madrid"
60841,"Rivadeneyra","[1923?]","Obras maestras de Francisco de Quevedo","[Madrid]"
60842,"Bibl. Cervantes","[1929]","Enciclopedia gráfica. Madrid","Barcelona"
60843,"Imp. de Juan Pueyo","1915","Al correr de la política. 1914","Madrid"
60844,"Imp. de Juan Pueyo","1913","Moret. Páginas que guardan el sutil perfume de una vida que fue todo elegancia","Madrid"
60845,"Renacimiento","1916","Alemania. Impresiones de un español","Madrid"
60846,"Prometeo","[1917?]","Greguerías","Valencia"
60847,"Imp. de Antonio Pérez Dubrull","[1890]","El P. Luis Coloma. Biografía y estudio crítico","Madrid"
60848,"Renacimiento","1916","Vidas de santos, diablos, mártires, frailes, clérigos y almas en pena","Madrid"
60849,"Claudio Santos González","[1915]","En tal día. Efemérides históricas, de enero a junio, primera serie","Madrid"
60850,"Victoriano Suárez","1898","La igualdad social y política y sus relaciones con la libertad","Madrid"
60852,"Bibl. Renacimiento","[1915]","Cartas de hombres","Madrid/Buenos Aires"
60855,"Renacimiento","1916","Semana Santa en Sevilla","Madrid"
60856,"Fuentes y Capdeville","1890","Granada y Sevilla. Bajo-relieves","Madrid"
60859,"G. Estrada","1886","Las riquezas del alma. Novela de costumbres","Madrid"
60860,"Garnier Hnos.","1897","Manual de zootecnia general y especial","París"
60861,"Napoleon Thompson","1884","Poesías completas","New York"
60862,"Wilkinson Bros.","1890","Doña Urraca, queen of Leon and Castile. An historical romance of The Middle Ages","Bath"
60863,,"1881","Luther im Spiegel spanischer Poesie. Bruder Martin's Vision","Leipzig"
60864,"Aribau","1875","Pleito del matrimonio entre T. Guerrero y R. Sepúlveda, entendiendo en él como jueces y letrados Angela Grassi, A. Armas ...","Madrid"
60865,"América","1919","La lámpara de la fama","Madrid"
60867,"Imp. de E. Rasco","1898","Romancero de don Pedro I de Castilla","Sevilla"
60869,"Estrella","[1920?]","Ignacio Zuloaga","Madrid"
60871,"Lib. de la Viuda de Pueyo","[1916]","Hindenburg y la campaña alemana en el oriente europeo","Madrid"
60872,"Ministerio de Instrucción Pública y Bellas Artes","1915","Catálogo monumental de España. Provincia de Álava","Madrid"
60874,"D.C. Heath & Co.","[ca. 1921]","Canción de cuna","Boston [etc.]"
60876,"Ginn & Company","[ca. 1905]","Pascual López. Autobiografía de un estudiante de medicina","Boston"
60877,"Imp. Mercantil","1906","Un libro más. Fragmentos de 1881 a 1906","La Habana"
60878,"Antonio Arqueros","1903","Extremadura y España","Badajoz"
60880,"Tip. de Manuel G. Hernández","1885","Guía de la Villa y Archivo de Simancas","Madrid"
60883,"América","1919","Recuerdos históricos de la guerra de la independencia. Colombia y el Perú (1819-1826)","Madrid"
60885,"S. Manervo","1877","Un nido de palomas. Novela original","Barcelona"
60886,"Garnier Hnos.","[1907?]","La fea. El buen policía","París"
60887,"Est. Tip. Montoya","1879","Pascual López. Autobiografía de un estudiante de medicina","Madrid"
60888,"(Tip. Perojo)","1877","Certamen literario en conmemoración del segundo centenario del nacimiento de fray Benito Jerónimo Feijóo, autor del Teatro crítico universal. Celebrado en Orense el 8 de octubre de 1876","Madrid"
60889,"Compañía Ibero-Americana de Publicaciones (CIAP)","1931","Almanaque. Escolios del año","Madrid"
60890,"Bailly-Bailliere","1910","El peregrino entretenido. Viaje romancesco","Madrid"
60891,"R. Velasco, Imp.","1904","Otoñales. Poesías","Madrid"
60892,"Renacimiento","1921","Historia de un escéptico. La hora trágica. Novela","Madrid"
60893,"Gallimard","1929","La vie de Goya","París"
60894,"Imp. Sáez Hnos.","1934","Los derechos inobjetables de Bolivia al Chaco Boreal","Madrid"
60895,"Mundo Latino","[192--]","Artistas españoles contemporáneos. El arte en España","Madrid"
60897,"Carbonell y Esteva","1907","El derecho a vivir y el deber de morir. Consideraciones filosófico-sociales, añadidas a la significación de Voltaire en la época moderna","Barcelona"
